workerId,VerbalScored
235828,3.83333333333333
236167,3.25
236296,3
236605,2.91666666666667
237082,4.41666666666667
237166,4.75
237220,4.33333333333333
237229,4
237301,3.66666666666667
238177,4.41666666666667
238324,3.66666666666667
238384,3.66666666666667
239311,3.91666666666667
239374,4.25
239539,4.08333333333333
239821,4.66666666666667
239965,3.66666666666667
240031,3.58333333333333
240043,3.66666666666667
240121,3.5
240190,3.91666666666667
240472,4.33333333333333
240502,3.16666666666667
240529,4.33333333333333
241204,4.58333333333333
241474,3.83333333333333
241558,3.25
241561,4.16666666666667
241834,4.08333333333333
242005,4.41666666666667
242716,3.08333333333333
242944,4.08333333333333
243064,2.83333333333333
243259,4.25
244516,4.16666666666667
244567,4.5
244630,3.75
244954,4.5
235483,4.08333333333333
235522,3.75
235537,4.33333333333333
235549,4.08333333333333
235564,4.33333333333333
235567,3.33333333333333
235570,3.5
235579,4.66666666666667
235582,4.25
235606,3.75
235618,4.25
235621,4.25
235636,4.58333333333333
235639,4.33333333333333
235642,3.91666666666667
235651,2.75
235663,3.33333333333333
235672,3.41666666666667
235684,3.91666666666667
235708,2.58333333333333
235729,3.33333333333333
235741,3.75
235750,2.25
235753,3.91666666666667
235762,4.75
235786,4.75
235792,3.91666666666667
235813,4.16666666666667
235834,2.75
235840,4.33333333333333
235876,3.33333333333333
235903,3.16666666666667
235909,4.16666666666667
235933,4.33333333333333
235945,4.83333333333333
235957,3.83333333333333
235984,4.33333333333333
235993,4.33333333333333
236035,4.08333333333333
236044,3.5
236047,4.41666666666667
236059,3.58333333333333
236077,3.75
236092,3.41666666666667
236107,3.33333333333333
236110,3.5
236149,4.5
236161,3.41666666666667
236251,4.41666666666667
236254,3.91666666666667
236275,4.25
236311,4.33333333333333
236314,3.25
236320,3.91666666666667
236332,4.41666666666667
236347,5
236350,3.75
236353,3.58333333333333
236365,5
236368,4.08333333333333
236398,4.91666666666667
236401,4.5
236413,3.91666666666667
236419,3.75
236431,3.5
236440,4.58333333333333
236452,4.83333333333333
236455,3
236458,4.75
236473,3.83333333333333
236497,3.91666666666667
236518,4.58333333333333
236530,4
236542,3.5
236545,3.5
236554,3.58333333333333
236575,3.66666666666667
236590,4.25
236608,2.91666666666667
236620,4.16666666666667
236635,3.75
236638,3.66666666666667
236650,3.83333333333333
236656,4.08333333333333
236668,4.33333333333333
236677,4.25
236680,3.66666666666667
236686,3.66666666666667
236701,3.66666666666667
236731,4
236737,3.75
236752,3.25
236755,4
236764,4.08333333333333
236773,3
236788,4.5
236797,3
236800,4.5
236806,3.58333333333333
236809,4.5
236827,3.33333333333333
236839,4.25
236848,3.75
236854,3.91666666666667
236863,4.83333333333333
236881,3.75
236890,3.58333333333333
236896,3.08333333333333
236908,4.5
236929,3.66666666666667
236950,3.16666666666667
236956,2.75
236974,3.83333333333333
237010,3.41666666666667
237037,2.83333333333333
237040,3.41666666666667
237052,4.25
237055,4.75
237067,3.75
237073,4.33333333333333
237079,4.25
237085,4.41666666666667
237115,3.5
237118,3.83333333333333
237136,4.25
237148,4.5
237154,4.41666666666667
237157,4.58333333333333
237235,3.75
237244,3.5
237253,3.58333333333333
237256,3.58333333333333
237259,4.08333333333333
237271,3.75
237295,3.75
237304,4.75
237325,4.41666666666667
237337,3.75
237340,4.41666666666667
237343,4.75
237349,3.75
237361,3.83333333333333
237367,4
237388,3.41666666666667
237403,4.58333333333333
237409,4.41666666666667
237817,3.83333333333333
237832,3.66666666666667
237847,4.08333333333333
237853,4.08333333333333
237865,3.25
237877,3.41666666666667
237880,4.5
237910,4.66666666666667
237919,4.83333333333333
237937,4.08333333333333
237949,3.91666666666667
237952,2.66666666666667
237955,4.08333333333333
237988,3.75
238006,3.75
238048,4.25
238084,3.16666666666667
238099,3.91666666666667
238114,3.83333333333333
238129,3.83333333333333
238138,4.58333333333333
238147,3.58333333333333
238153,4.91666666666667
238180,3.08333333333333
238210,3.25
238234,3.16666666666667
238246,3.5
238258,4.33333333333333
238261,3.41666666666667
238273,4.75
238291,3.58333333333333
238294,3.91666666666667
238300,3.91666666666667
238306,3.83333333333333
238330,3.41666666666667
238336,4
238345,2.83333333333333
238360,3.41666666666667
238366,3.75
238381,4.25
238399,2.75
238414,4
238417,4
238420,4.83333333333333
238441,3
238444,4.25
238450,4.08333333333333
238483,3.58333333333333
238501,3.75
238504,3.25
238522,4.41666666666667
238525,3.91666666666667
238549,4.33333333333333
238576,4.16666666666667
239320,4.41666666666667
239332,3.83333333333333
239335,4.58333333333333
239347,2.91666666666667
239359,3.5
239419,3.75
239425,4.33333333333333
239494,4.41666666666667
239509,3.91666666666667
239527,4.41666666666667
239563,4.5
239620,4.58333333333333
239632,4.66666666666667
239671,2.83333333333333
239677,3.33333333333333
239707,4.41666666666667
239710,4
239725,4.08333333333333
239746,3.16666666666667
239785,3.08333333333333
239791,4.16666666666667
239806,3
239860,4.16666666666667
239863,3.66666666666667
239878,3.75
239902,3.33333333333333
239914,4.16666666666667
239923,4.75
239932,3.33333333333333
239974,3.33333333333333
239983,3.66666666666667
239989,3
240001,3.5
240007,4
240040,4
240046,4.33333333333333
240061,3.66666666666667
240064,2.91666666666667
240070,4.08333333333333
240079,4.33333333333333
240091,3.75
240100,4.08333333333333
240124,3.5
240133,3
240145,3.41666666666667
240148,3.08333333333333
240154,3.58333333333333
240178,3.66666666666667
