"","trial_index","time_elapsed","worker_id","start_time","experiment_order","rt","experiment","response","phase","stimulus","correct","talk_out_loud","strategy_free_ans","image_1","image_2","cor_key","type","VerbalScored","VisualScored","high_low_verbal"
"1",283,730370,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2000.70000001788,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/cat.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/sock.png"" width=""300""></div>",1,"Yes","no","visual/cat.png","visual/sock.png","arrowdown","NR",3.25,4.4,"low_verbal"
"2",286,733858,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2220.90000000596,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/flag.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/bag.png"" width=""300""></div>",1,"Yes","no","visual/flag.png","visual/bag.png","arrowup","ortho",3.25,4.4,"low_verbal"
"3",289,736201,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1579.40000000596,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/chair.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/pear.png"" width=""300""></div>",1,"Yes","no","visual/chair.png","visual/pear.png","arrowup","non-ortho",3.25,4.4,"low_verbal"
"4",292,740177,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2702,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bear.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/square_rhyme.png"" width=""300""></div>",1,"Yes","no","visual/bear.png","visual/square_rhyme.png","arrowup","non-ortho",3.25,4.4,"low_verbal"
"5",295,742434,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1484.59999999404,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/box.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fox.png"" width=""300""></div>",1,"Yes","no","visual/box.png","visual/fox.png","arrowup","ortho",3.25,4.4,"low_verbal"
"6",298,745073,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1367.29999998212,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/nail.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/whale.png"" width=""300""></div>",1,"Yes","no","visual/nail.png","visual/whale.png","arrowup","non-ortho",3.25,4.4,"low_verbal"
"7",301,748321,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1715.30000001192,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/spoon.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/crab.png"" width=""300""></div>",1,"Yes","no","visual/spoon.png","visual/crab.png","arrowdown","NR",3.25,4.4,"low_verbal"
"8",304,750433,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1328.69999998808,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/dart.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/heart.png"" width=""300""></div>",1,"Yes","no","visual/dart.png","visual/heart.png","arrowup","non-ortho",3.25,4.4,"low_verbal"
"9",307,753018,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1066.80000001192,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/key.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tree.png"" width=""300""></div>",1,"Yes","no","visual/key.png","visual/tree.png","arrowup","non-ortho",3.25,4.4,"low_verbal"
"10",310,755633,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1846.30000001192,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/train.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/crane.png"" width=""300""></div>",1,"Yes","no","visual/train.png","visual/crane.png","arrowup","non-ortho",3.25,4.4,"low_verbal"
"11",316,763138,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1678.60000002384,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/fan.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/man.png"" width=""300""></div>",0,"Yes","no","visual/fan.png","visual/man.png","arrowup","ortho",3.25,4.4,"low_verbal"
"12",319,765433,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1512.90000000596,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/plane.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chain.png"" width=""300""></div>",1,"Yes","no","visual/plane.png","visual/chain.png","arrowup","non-ortho",3.25,4.4,"low_verbal"
"13",325,773491,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2034.40000000596,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>",1,"Yes","no","visual/egg.png","visual/ring.png","arrowdown","NR",3.25,4.4,"low_verbal"
"14",328,776370,"A10JXOU89D5RXR",2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1344,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/tree.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/door.png"" width=""300""></div>",1,"Yes","no","visual/tree.png","visual/door.png","arrowdown","NR",3.25,4.4,"low_verbal"
